country,payment_date,total_amount
Brazil,57:36.0,2.99
India,27:38.0,2.99
Canada,02:26.0,2.99
Iran,20:46.0,2.99
Russian Federation,58:12.0,2.99
India,27:53.0,2.99
Philippines,19:46.0,2.99
Colombia,59:55.0,2.99
China,18:50.0,2.99
India,14:56.0,2.99
Russian Federation,24:36.0,2.99
Mexico,55:14.0,2.99
Morocco,26:38.0,2.99
China,44:55.0,2.99
Germany,16:29.0,2.99
Mexico,58:47.0,2.99
South Africa,46:44.0,2.99
Indonesia,00:06.0,2.99
Saudi Arabia,12:03.0,2.99
South Korea,12:06.0,2.99
Holy See (Vatican City State),21:52.0,2.99
Russian Federation,12:18.0,2.99
Philippines,59:48.0,2.99
Taiwan,28:34.0,2.99
Czech Republic,09:54.0,2.99
Bulgaria,28:22.0,2.99
China,51:15.0,2.99
India,53:09.0,2.99
India,13:41.0,2.99
Taiwan,57:43.0,2.99
Taiwan,11:29.0,2.99
Japan,48:53.0,2.99
Japan,34:48.0,2.99
Mexico,59:35.0,2.99
Saudi Arabia,29:33.0,2.99
Iran,29:31.0,2.99
United States,08:00.0,2.99
Russian Federation,51:17.0,2.99
Germany,17:07.0,2.99
Venezuela,47:28.0,2.99
United States,33:42.0,2.99
United States,20:00.0,2.99
Taiwan,53:39.0,2.99
Switzerland,38:56.0,2.99
Mexico,35:33.0,2.99
Russian Federation,58:58.0,2.99
Indonesia,51:30.0,2.99
Mexico,05:38.0,2.99
Argentina,00:38.0,2.99
India,22:19.0,2.99
Faroe Islands,22:33.0,2.99
Japan,01:46.0,2.99
South Korea,57:15.0,2.99
Algeria,18:13.0,2.99
New Zealand,09:13.0,2.99
Finland,54:55.0,2.99
Iran,34:17.0,2.99
North Korea,59:15.0,2.99
Saudi Arabia,04:14.0,2.99
India,15:03.0,2.99
United States,42:48.0,2.99
Malaysia,38:44.0,2.99
Vietnam,39:54.0,2.99
South Africa,19:27.0,2.99
Taiwan,08:22.0,2.99
Taiwan,43:46.0,2.99
China,49:26.0,2.99
Ukraine,57:24.0,2.99
India,44:12.0,2.99
Mexico,36:20.0,2.99
United States,53:24.0,2.99
China,40:01.0,2.99
Yemen,28:11.0,2.99
Algeria,28:01.0,2.99
Spain,21:19.0,2.99
South Korea,30:30.0,2.99
Russian Federation,54:31.0,2.99
Hungary,40:55.0,2.99
Bangladesh,55:57.0,2.99
Tanzania,36:14.0,2.99
Indonesia,41:30.0,2.99
Italy,06:33.0,2.99
Dominican Republic,38:15.0,2.99
Bolivia,28:29.0,2.99
United States,37:25.0,2.99
Bangladesh,11:50.0,2.99
Turkmenistan,49:48.0,2.99
Bahrain,39:40.0,2.99
China,47:20.0,2.99
United States,17:35.0,2.99
Nauru,33:30.0,2.99
China,48:58.0,2.99
French Polynesia,18:13.0,2.99
Mexico,20:33.0,2.99
Venezuela,22:26.0,2.99
Peru,51:22.0,2.99
Turkey,44:09.0,2.99
India,26:47.0,2.99
Indonesia,06:12.0,2.99
Anguilla,22:48.0,2.99
Netherlands,26:25.0,2.99
Germany,27:55.0,2.99
India,08:04.0,2.99
Italy,42:26.0,2.99
Greenland,18:20.0,2.99
Poland,52:58.0,2.99
India,00:05.0,2.99
Russian Federation,34:56.0,2.99
United Arab Emirates,51:05.0,2.99
Peru,03:17.0,2.99
Indonesia,41:32.0,2.99
United Kingdom,43:35.0,2.99
Egypt,54:41.0,2.99
India,15:01.0,2.99
Mexico,27:29.0,2.99
Nigeria,49:58.0,2.99
New Zealand,34:02.0,2.99
India,52:12.0,2.99
Japan,31:08.0,2.99
Italy,33:57.0,2.99
Latvia,33:20.0,2.99
Armenia,20:30.0,2.99
Venezuela,58:32.0,2.99
Angola,13:17.0,2.99
Brazil,49:03.0,2.99
India,37:58.0,2.99
Thailand,42:01.0,2.99
United States,43:44.0,2.99
Argentina,57:35.0,2.99
India,45:14.0,2.99
Russian Federation,33:13.0,2.99
China,34:53.0,2.99
Brazil,34:33.0,2.99
Moldova,41:53.0,2.99
South Africa,19:37.0,2.99
Argentina,38:12.0,2.99
Puerto Rico,37:24.0,2.99
Latvia,23:08.0,2.99
China,12:58.0,2.99
India,00:19.0,2.99
Greenland,45:10.0,2.99
Japan,48:56.0,2.99
Mexico,47:17.0,2.99
Tanzania,50:37.0,2.99
India,25:15.0,2.99
South Africa,10:49.0,2.99
Turkey,11:42.0,2.99
India,58:24.0,2.99
French Guiana,45:05.0,2.99
India,47:41.0,2.99
Mozambique,59:46.0,2.99
Turkey,50:49.0,2.99
China,35:00.0,2.99
India,03:30.0,2.99
Sri Lanka,59:33.0,2.99
India,31:06.0,2.99
Japan,09:04.0,2.99
Japan,30:58.0,2.99
South Korea,37:04.0,2.99
Canada,26:01.0,2.99
Colombia,26:02.0,2.99
United Kingdom,33:22.0,2.99
United States,46:20.0,2.99
China,28:28.0,2.99
Germany,00:14.0,2.99
Latvia,11:34.0,2.99
India,07:18.0,2.99
Japan,24:09.0,2.99
Bangladesh,38:39.0,2.99
Saudi Arabia,08:44.0,2.99
China,52:26.0,2.99
Taiwan,24:29.0,2.99
Philippines,26:41.0,2.99
Argentina,53:04.0,2.99
Brazil,57:53.0,2.99
United Arab Emirates,16:30.0,2.99
South Africa,19:37.0,2.99
Mexico,14:24.0,2.99
Austria,38:35.0,2.99
United States,59:31.0,2.99
Japan,29:40.0,2.99
Pakistan,39:09.0,2.99
Saudi Arabia,25:17.0,2.99
Poland,19:13.0,2.99
Mexico,48:49.0,2.99
Brazil,28:55.0,2.99
China,13:15.0,2.99
Philippines,25:58.0,2.99
Sudan,07:20.0,2.99
Russian Federation,23:58.0,2.99
Yugoslavia,13:26.0,2.99
Slovakia,17:32.0,2.99
Taiwan,15:39.0,2.99
Indonesia,43:27.0,2.99
India,17:09.0,2.99
Nigeria,24:55.0,2.99
Sweden,32:47.0,2.99
Bangladesh,20:26.0,2.99
United States,39:07.0,2.99
Japan,26:21.0,2.99
Morocco,16:46.0,2.99
China,17:39.0,2.99
Cameroon,09:14.0,2.99
Netherlands,02:29.0,2.99
China,17:38.0,2.99
Yemen,40:44.0,2.99
Argentina,56:18.0,2.99
Algeria,45:05.0,2.99
Japan,48:40.0,2.99
Philippines,15:23.0,2.99
United Arab Emirates,11:33.0,2.99
United States,48:36.0,2.99
Azerbaijan,04:00.0,2.99
India,11:16.0,2.99
Taiwan,31:40.0,2.99
Mexico,56:10.0,2.99
Mexico,58:02.0,2.99
Vietnam,53:51.0,2.99
Philippines,28:25.0,2.99
United States,53:15.0,2.99
South Korea,36:21.0,2.99
India,02:19.0,2.99
Turkey,40:07.0,2.99
India,58:34.0,2.99
Pakistan,50:47.0,2.99
Venezuela,07:26.0,2.99
South Korea,48:48.0,2.99
Turkey,19:26.0,2.99
Japan,11:12.0,2.99
Latvia,17:45.0,2.99
India,42:57.0,2.99
Greece,38:41.0,2.99
Armenia,55:29.0,2.99
Poland,36:43.0,2.99
Ukraine,24:25.0,2.99
Indonesia,03:32.0,2.99
Armenia,58:33.0,2.99
Dominican Republic,12:23.0,2.99
Bangladesh,39:38.0,2.99
Brazil,19:19.0,2.99
China,35:30.0,2.99
Thailand,34:19.0,2.99
Pakistan,00:20.0,2.99
Ukraine,41:28.0,2.99
United States,59:54.0,2.99
Mozambique,15:47.0,2.99
Brazil,52:41.0,2.99
Runion,14:20.0,2.99
China,04:26.0,2.99
Brazil,23:30.0,2.99
Philippines,17:42.0,2.99
Taiwan,38:15.0,2.99
South Africa,50:01.0,2.99
Peru,11:02.0,2.99
Sweden,59:52.0,2.99
Pakistan,40:59.0,2.99
United States,23:57.0,2.99
United States,13:20.0,2.99
United States,23:38.0,2.99
Slovakia,21:39.0,2.99
Indonesia,56:01.0,2.99
Poland,27:21.0,2.99
Russian Federation,34:17.0,2.99
Brazil,05:36.0,2.99
Russian Federation,19:43.0,2.99
Spain,52:19.0,2.99
Russian Federation,00:13.0,2.99
Japan,57:22.0,2.99
Taiwan,07:06.0,2.99
Japan,48:04.0,2.99
Ukraine,52:09.0,2.99
Taiwan,33:20.0,2.99
Colombia,19:32.0,2.99
Bulgaria,51:50.0,2.99
Sri Lanka,09:43.0,2.99
Belarus,20:13.0,2.99
United States,36:13.0,2.99
Pakistan,00:02.0,2.99
South Africa,52:03.0,2.99
China,47:44.0,2.99
Canada,08:48.0,2.99
Japan,57:07.0,2.99
China,32:04.0,2.99
China,17:17.0,2.99
Angola,31:26.0,2.99
South Africa,34:16.0,2.99
Vietnam,01:08.0,2.99
India,39:49.0,2.99
Japan,01:21.0,2.99
Paraguay,29:46.0,2.99
Taiwan,40:28.0,2.99
Iran,31:18.0,2.99
Vietnam,29:47.0,2.99
Ukraine,18:21.0,2.99
Russian Federation,45:11.0,2.99
Canada,51:02.0,2.99
Switzerland,40:10.0,2.99
Senegal,11:43.0,2.99
Mexico,55:25.0,2.99
South Africa,23:09.0,2.99
Dominican Republic,12:54.0,2.99
Ethiopia,23:54.0,2.99
South Korea,35:06.0,2.99
India,44:32.0,2.99
South Africa,54:13.0,2.99
South Africa,43:06.0,2.99
Zambia,38:42.0,2.99
Saudi Arabia,25:55.0,2.99
Puerto Rico,58:47.0,2.99
Spain,15:00.0,2.99
Philippines,38:31.0,2.99
China,53:15.0,2.99
Bangladesh,06:22.0,2.99
United States,17:09.0,2.99
South Africa,58:46.0,2.99
Faroe Islands,29:19.0,2.99
Bolivia,22:02.0,2.99
India,16:35.0,2.99
Egypt,03:35.0,2.99
Philippines,29:36.0,2.99
China,15:03.0,2.99
Russian Federation,05:20.0,2.99
Lithuania,09:50.0,2.99
Japan,13:37.0,2.99
United States,27:03.0,2.99
Turkey,16:33.0,2.99
United States,12:40.0,2.99
Italy,35:58.0,2.99
Colombia,00:19.0,2.99
Russian Federation,45:36.0,2.99
South Africa,38:30.0,2.99
Iran,23:01.0,2.99
Russian Federation,29:46.0,2.99
Colombia,00:37.0,2.99
India,09:57.0,2.99
Russian Federation,35:34.0,2.99
China,00:55.0,2.99
Venezuela,46:43.0,2.99
China,16:13.0,2.99
Bulgaria,43:08.0,2.99
India,49:54.0,2.99
Poland,02:32.0,2.99
China,24:17.0,2.99
Japan,10:45.0,2.99
South Africa,11:26.0,2.99
Russian Federation,31:57.0,2.99
Saudi Arabia,31:13.0,2.99
Indonesia,01:18.0,2.99
China,32:20.0,2.99
Brazil,19:03.0,2.99
United States,36:03.0,2.99
France,43:02.0,2.99
Algeria,25:42.0,2.99
Brazil,22:51.0,2.99
Colombia,23:51.0,2.99
Germany,03:22.0,2.99
India,57:38.0,2.99
South Korea,49:15.0,2.99
United Kingdom,15:03.0,2.99
Indonesia,36:54.0,2.99
India,54:08.0,2.99
Colombia,46:59.0,2.99
China,13:57.0,2.99
Mexico,06:06.0,2.99
China,26:11.0,2.99
Ukraine,06:43.0,2.99
United Kingdom,32:37.0,2.99
Germany,23:53.0,2.99
Russian Federation,48:36.0,2.99
Netherlands,33:12.0,2.99
Nigeria,18:23.0,2.99
Peru,23:02.0,2.99
Egypt,40:11.0,2.99
United States,51:38.0,2.99
Germany,35:18.0,2.99
Pakistan,34:26.0,2.99
China,28:43.0,2.99
South Africa,46:25.0,2.99
Indonesia,22:19.0,2.99
Japan,08:33.0,2.99
Brazil,04:47.0,2.99
Netherlands,56:51.0,2.99
"Congo, The Democratic Republic of the",07:20.0,2.99
United States,05:11.0,2.99
Philippines,56:51.0,2.99
Moldova,59:51.0,2.99
American Samoa,48:57.0,2.99
Poland,52:49.0,2.99
Russian Federation,53:56.0,2.99
Austria,38:51.0,2.99
Bangladesh,37:26.0,2.99
Argentina,55:47.0,2.99
Argentina,29:43.0,2.99
Ukraine,57:01.0,2.99
South Africa,35:20.0,2.99
India,07:26.0,2.99
Greece,03:20.0,2.99
Ukraine,51:04.0,2.99
United States,33:44.0,2.99
Oman,27:07.0,2.99
Japan,10:06.0,2.99
India,18:20.0,2.99
Thailand,38:05.0,2.99
Bolivia,09:57.0,2.99
Brazil,56:16.0,2.99
United States,58:56.0,2.99
United Arab Emirates,33:32.0,2.99
Turkey,12:13.0,2.99
Russian Federation,03:52.0,2.99
Malawi,46:47.0,2.99
Bulgaria,59:18.0,2.99
Gambia,54:39.0,2.99
Paraguay,28:48.0,2.99
Russian Federation,31:22.0,2.99
Japan,17:26.0,2.99
Taiwan,34:12.0,2.99
Israel,30:27.0,2.99
Turkey,49:42.0,2.99
Russian Federation,34:22.0,2.99
Taiwan,10:52.0,2.99
Brazil,06:02.0,2.99
Japan,29:18.0,2.99
India,18:10.0,2.99
Vietnam,47:07.0,2.99
Ethiopia,58:48.0,2.99
Mexico,19:17.0,2.99
Japan,16:38.0,2.99
China,29:14.0,2.99
Afghanistan,54:20.0,2.99
China,28:48.0,2.99
Algeria,58:23.0,2.99
Slovakia,50:47.0,2.99
Russian Federation,27:05.0,2.99
Turkey,06:19.0,2.99
Russian Federation,44:08.0,2.99
Myanmar,38:37.0,2.99
Yemen,40:59.0,2.99
China,45:51.0,2.99
China,41:34.0,2.99
Vietnam,42:13.0,2.99
Kenya,50:37.0,2.99
Russian Federation,52:21.0,2.99
China,31:54.0,2.99
United Kingdom,55:06.0,2.99
Philippines,01:50.0,2.99
Indonesia,42:28.0,2.99
Japan,49:28.0,2.99
Japan,24:00.0,2.99
Myanmar,39:23.0,2.99
Slovakia,08:23.0,2.99
"Virgin Islands, U.S.",52:15.0,2.99
China,49:38.0,2.99
China,58:55.0,2.99
Japan,44:14.0,2.99
Oman,30:14.0,2.99
Nigeria,54:37.0,2.99
Russian Federation,59:42.0,2.99
United Arab Emirates,06:47.0,2.99
Iran,43:08.0,2.99
Russian Federation,37:38.0,2.99
Netherlands,34:58.0,2.99
United Kingdom,21:27.0,2.99
United States,30:05.0,2.99
India,25:32.0,2.99
Brazil,10:24.0,2.99
Philippines,00:12.0,2.99
Germany,58:43.0,2.99
Turkey,33:38.0,2.99
Poland,36:44.0,2.99
Indonesia,48:56.0,2.99
India,53:06.0,2.99
India,10:27.0,2.99
Saudi Arabia,44:30.0,2.99
India,04:10.0,2.99
Japan,58:14.0,2.99
United States,19:13.0,2.99
Brazil,30:03.0,2.99
China,03:33.0,2.99
China,02:45.0,2.99
Argentina,04:54.0,2.99
Philippines,53:33.0,2.99
China,26:01.0,2.99
Mexico,43:25.0,2.99
United States,38:34.0,2.99
Mexico,23:03.0,2.99
Venezuela,26:17.0,2.99
China,19:24.0,2.99
Germany,07:55.0,2.99
China,37:39.0,2.99
Russian Federation,13:11.0,2.99
Morocco,35:16.0,2.99
Nepal,04:45.0,2.99
Ecuador,59:32.0,2.99
Canada,25:34.0,2.99
Dominican Republic,33:31.0,2.99
India,40:46.0,2.99
China,48:51.0,2.99
Indonesia,23:25.0,2.99
Brazil,41:35.0,2.99
China,47:19.0,2.99
Argentina,59:18.0,2.99
Mexico,34:00.0,2.99
Mexico,36:26.0,2.99
Indonesia,22:09.0,2.99
Vietnam,40:11.0,2.99
Mexico,26:35.0,2.99
India,55:37.0,2.99
Bangladesh,06:24.0,2.99
Pakistan,38:45.0,2.99
Iran,32:40.0,2.99
Germany,08:53.0,2.99
Pakistan,09:24.0,2.99
India,17:01.0,2.99
China,12:32.0,2.99
Brazil,57:33.0,2.99
Ukraine,12:49.0,2.99
Vietnam,39:30.0,2.99
Egypt,15:47.0,2.99
Brazil,33:21.0,2.99
Japan,18:25.0,2.99
France,59:19.0,2.99
United States,07:43.0,2.99
China,50:06.0,2.99
Canada,29:35.0,2.99
Iran,21:45.0,2.99
Mexico,04:09.0,2.99
Ukraine,17:10.0,2.99
Sri Lanka,26:22.0,2.99
Philippines,11:49.0,2.99
Turkey,31:19.0,2.99
South Africa,49:24.0,2.99
Argentina,10:37.0,2.99
Poland,05:53.0,2.99
Nigeria,07:43.0,2.99
Iran,20:18.0,2.99
Russian Federation,30:10.0,2.99
Iran,46:35.0,2.99
Ukraine,50:02.0,2.99
Philippines,52:01.0,2.99
Japan,49:51.0,2.99
Gambia,21:42.0,2.99
China,44:54.0,2.99
France,10:54.0,2.99
Mexico,41:11.0,2.99
China,24:49.0,2.99
Indonesia,28:45.0,2.99
Cambodia,12:16.0,2.99
Russian Federation,44:43.0,2.99
Philippines,51:45.0,2.99
Tanzania,15:05.0,2.99
Netherlands,07:34.0,2.99
Philippines,40:08.0,2.99
Mexico,43:53.0,2.99
Indonesia,42:12.0,2.99
Japan,12:51.0,2.99
Mexico,37:18.0,2.99
Cameroon,31:52.0,2.99
Brazil,02:36.0,2.99
United Kingdom,41:34.0,2.99
Japan,37:22.0,2.99
Mexico,41:19.0,2.99
China,28:09.0,2.99
Runion,26:34.0,2.99
India,57:44.0,2.99
Mexico,19:31.0,2.99
Russian Federation,53:03.0,2.99
Philippines,00:07.0,2.99
Cambodia,59:30.0,2.99
Saudi Arabia,30:45.0,2.99
India,02:03.0,2.99
Philippines,32:00.0,2.99
India,27:03.0,2.99
China,47:04.0,2.99
Russian Federation,51:52.0,2.99
Mexico,06:31.0,2.99
India,15:06.0,2.99
Vietnam,50:29.0,2.99
United Arab Emirates,18:10.0,2.99
Canada,35:20.0,2.99
India,27:51.0,2.99
Philippines,30:33.0,2.99
Russian Federation,25:33.0,2.99
India,00:41.0,2.99
United States,21:51.0,2.99
China,32:16.0,2.99
Netherlands,54:18.0,2.99
Pakistan,08:12.0,2.99
Brunei,22:44.0,2.99
China,52:55.0,2.99
Russian Federation,55:21.0,2.99
Mexico,20:48.0,2.99
Philippines,17:04.0,2.99
China,15:46.0,2.99
Russian Federation,30:29.0,2.99
Turkey,59:08.0,2.99
South Africa,47:43.0,2.99
Japan,10:04.0,2.99
China,16:58.0,2.99
Yugoslavia,34:31.0,2.99
Japan,59:49.0,2.99
India,21:40.0,2.99
Mexico,40:22.0,2.99
Japan,32:02.0,2.99
Brazil,04:06.0,2.99
China,41:14.0,2.99
Turkey,59:06.0,2.99
Cambodia,06:23.0,2.99
Estonia,44:34.0,2.99
Thailand,52:47.0,2.99
Yugoslavia,46:42.0,2.99
Russian Federation,35:02.0,2.99
Algeria,13:27.0,2.99
Argentina,44:34.0,2.99
Italy,53:21.0,2.99
China,48:23.0,2.99
Algeria,11:27.0,2.99
Egypt,27:20.0,2.99
Latvia,48:45.0,2.99
Taiwan,28:48.0,2.99
Saudi Arabia,48:16.0,2.99
Russian Federation,45:55.0,2.99
Philippines,28:48.0,2.99
Poland,12:05.0,2.99
Japan,14:08.0,2.99
Nigeria,39:09.0,2.99
Bahrain,08:42.0,2.99
United States,54:31.0,2.99
Argentina,11:55.0,2.99
Japan,11:38.0,2.99
South Korea,37:41.0,2.99
Iraq,15:14.0,2.99
Brazil,46:16.0,2.99
Israel,00:33.0,2.99
Brazil,05:24.0,2.99
India,24:06.0,2.99
Switzerland,22:53.0,2.99
China,05:36.0,2.99
Canada,56:39.0,2.99
Venezuela,51:30.0,2.99
Indonesia,11:10.0,2.99
United States,32:01.0,2.99
China,22:33.0,2.99
China,53:27.0,2.99
Mexico,47:16.0,2.99
India,02:50.0,2.99
Brazil,01:33.0,2.99
United States,42:06.0,2.99
India,48:12.0,2.99
Russian Federation,45:21.0,2.99
India,20:04.0,2.99
United States,33:37.0,2.99
China,16:04.0,2.99
Bolivia,12:31.0,2.99
India,42:04.0,2.99
Taiwan,59:56.0,2.99
Argentina,15:52.0,2.99
China,58:08.0,2.99
India,15:02.0,2.99
Philippines,20:31.0,2.99
Germany,00:43.0,2.99
Mexico,47:42.0,2.99
China,20:34.0,2.99
Faroe Islands,04:47.0,2.99
Bolivia,15:05.0,2.99
Mexico,44:05.0,2.99
Colombia,53:32.0,2.99
China,48:43.0,2.99
Japan,40:24.0,2.99
Brazil,52:30.0,2.99
South Africa,22:41.0,2.99
United States,09:03.0,2.99
China,33:13.0,2.99
Russian Federation,26:42.0,2.99
China,00:31.0,2.99
Brazil,00:16.0,2.99
China,48:11.0,2.99
Tanzania,12:10.0,2.99
Mexico,18:14.0,2.99
Turkey,07:14.0,2.99
Philippines,04:49.0,2.99
Angola,46:16.0,2.99
India,30:18.0,2.99
China,59:55.0,2.99
Vietnam,12:03.0,2.99
Nigeria,43:49.0,2.99
Brazil,21:01.0,2.99
Nigeria,40:53.0,2.99
Latvia,01:30.0,2.99
Oman,33:13.0,2.99
Yemen,38:26.0,2.99
Ecuador,13:00.0,2.99
Nigeria,04:27.0,2.99
India,38:41.0,2.99
Colombia,01:48.0,2.99
Venezuela,41:47.0,2.99
Greece,35:31.0,2.99
Brazil,08:03.0,2.99
Argentina,14:16.0,2.99
United Kingdom,12:49.0,2.99
United States,37:54.0,2.99
Russian Federation,07:25.0,2.99
Mexico,40:20.0,2.99
Belarus,47:22.0,2.99
Iran,23:27.0,2.99
China,03:03.0,2.99
Netherlands,03:55.0,2.99
Bulgaria,24:42.0,2.99
China,48:00.0,2.99
Brazil,37:57.0,2.99
Yemen,04:40.0,2.99
India,14:51.0,2.99
Brazil,56:13.0,2.99
India,10:31.0,2.99
Ecuador,51:05.0,2.99
Ecuador,23:22.0,2.99
Poland,14:21.0,2.99
South Africa,00:55.0,2.99
India,24:46.0,2.99
China,12:25.0,2.99
Russian Federation,22:03.0,2.99
India,42:46.0,2.99
Germany,58:46.0,2.99
Canada,15:31.0,2.99
Germany,20:51.0,2.99
Argentina,07:01.0,2.99
United States,15:32.0,2.99
Venezuela,26:18.0,2.99
Brazil,14:07.0,2.99
Japan,26:14.0,2.99
Mexico,32:18.0,2.99
Argentina,20:37.0,2.99
South Africa,33:09.0,2.99
Mexico,44:56.0,2.99
China,45:08.0,2.99
Japan,48:49.0,2.99
Tanzania,05:58.0,2.99
Israel,54:59.0,2.99
Colombia,19:11.0,2.99
Philippines,15:21.0,2.99
United States,15:53.0,2.99
Brazil,46:46.0,2.99
Argentina,36:48.0,2.99
Philippines,15:48.0,2.99
Mexico,07:32.0,2.99
"Virgin Islands, U.S.",14:19.0,2.99
United States,39:02.0,2.99
Greece,42:39.0,2.99
Philippines,31:00.0,2.99
Brazil,57:40.0,2.99
China,28:48.0,2.99
India,19:29.0,2.99
South Korea,19:41.0,2.99
Sweden,00:22.0,2.99
United States,32:11.0,2.99
Japan,59:31.0,2.99
Ethiopia,07:57.0,2.99
Philippines,45:19.0,2.99
Turkey,24:40.0,2.99
Japan,57:56.0,2.99
Taiwan,31:35.0,2.99
Brazil,58:25.0,2.99
China,20:06.0,2.99
Brunei,27:36.0,2.99
Tanzania,47:37.0,2.99
India,17:57.0,2.99
Philippines,24:10.0,2.99
Ukraine,17:22.0,2.99
China,10:55.0,2.99
Indonesia,05:07.0,2.99
China,40:13.0,2.99
French Polynesia,48:01.0,2.99
China,01:27.0,2.99
Cameroon,58:20.0,2.99
Mexico,43:51.0,2.99
Russian Federation,40:19.0,2.99
Russian Federation,27:07.0,2.99
Japan,23:05.0,2.99
Poland,08:12.0,2.99
Philippines,49:28.0,2.99
Germany,30:42.0,2.99
India,17:32.0,2.99
China,29:07.0,2.99
South Africa,25:19.0,2.99
Taiwan,56:26.0,2.99
Taiwan,08:10.0,2.99
United Kingdom,08:04.0,2.99
Philippines,18:59.0,2.99
Mexico,40:14.0,2.99
India,43:34.0,2.99
Slovakia,26:22.0,2.99
Saudi Arabia,11:39.0,2.99
Russian Federation,39:15.0,2.99
Turkmenistan,18:05.0,2.99
Egypt,11:13.0,2.99
Germany,03:55.0,2.99
India,41:18.0,2.99
Japan,07:53.0,2.99
Venezuela,50:47.0,2.99
Saudi Arabia,33:57.0,2.99
Angola,02:39.0,2.99
Mexico,11:29.0,2.99
Philippines,32:55.0,2.99
India,26:34.0,2.99
Brazil,28:18.0,2.99
South Korea,42:43.0,2.99
India,35:39.0,2.99
Israel,44:05.0,2.99
United Kingdom,37:50.0,2.99
Chad,47:41.0,2.99
Russian Federation,56:12.0,2.99
Ukraine,44:37.0,2.99
Tuvalu,32:01.0,2.99
United Kingdom,52:36.0,2.99
Kuwait,25:27.0,2.99
United States,28:10.0,2.99
United States,40:03.0,2.99
Brunei,36:02.0,2.99
Russian Federation,38:51.0,2.99
Ethiopia,20:21.0,2.99
Mexico,33:52.0,2.99
United States,11:07.0,2.99
Israel,44:30.0,2.99
China,52:35.0,2.99
Philippines,28:13.0,2.99
Romania,06:48.0,2.99
United States,16:24.0,2.99
Switzerland,22:45.0,2.99
Ukraine,13:26.0,2.99
Russian Federation,32:30.0,2.99
India,26:01.0,2.99
Mexico,16:34.0,2.99
Greece,45:30.0,2.99
Taiwan,47:00.0,2.99
Iran,43:45.0,2.99
India,23:20.0,2.99
New Zealand,27:43.0,2.99
South Africa,23:02.0,2.99
Brazil,48:53.0,2.99
Philippines,39:15.0,2.99
United States,27:20.0,2.99
Mexico,36:28.0,2.99
Mexico,36:30.0,2.99
Japan,37:46.0,2.99
Belarus,03:12.0,2.99
Turkey,29:19.0,2.99
United States,23:26.0,2.99
Iran,11:00.0,2.99
Japan,37:45.0,2.99
Sweden,34:08.0,2.99
Brazil,03:30.0,2.99
Belarus,57:09.0,2.99
Sri Lanka,56:31.0,2.99
Netherlands,35:43.0,2.99
Egypt,41:36.0,2.99
United States,20:45.0,2.99
Brazil,28:16.0,2.99
India,42:25.0,2.99
Austria,19:06.0,2.99
China,21:16.0,2.99
China,13:07.0,2.99
Saint Vincent and the Grenadines,31:37.0,2.99
United States,52:16.0,2.99
Indonesia,48:10.0,2.99
Mexico,01:50.0,2.99
Kenya,26:59.0,2.99
Bahrain,05:46.0,2.99
Argentina,03:26.0,2.99
Venezuela,33:38.0,2.99
Brazil,08:14.0,2.99
Turkey,36:02.0,2.99
Philippines,15:00.0,2.99
Myanmar,45:34.0,2.99
Mexico,18:32.0,2.99
Mexico,55:31.0,2.99
India,37:36.0,2.99
Bangladesh,22:58.0,2.99
Iran,48:52.0,2.99
India,01:27.0,2.99
China,24:54.0,2.99
India,19:08.0,2.99
Cameroon,35:24.0,2.99
Yemen,01:31.0,2.99
India,02:29.0,2.99
China,36:49.0,2.99
Spain,56:31.0,2.99
United States,06:30.0,2.99
South Africa,51:20.0,2.99
"Congo, The Democratic Republic of the",55:56.0,2.99
Sri Lanka,00:29.0,2.99
Brazil,47:29.0,2.99
India,25:15.0,2.99
China,19:54.0,2.99
Philippines,37:44.0,2.99
Japan,50:27.0,2.99
Philippines,19:20.0,2.99
Egypt,06:50.0,2.99
Chile,59:45.0,2.99
Poland,57:43.0,2.99
South Africa,33:22.0,2.99
Bolivia,10:34.0,2.99
United States,27:23.0,2.99
India,58:47.0,2.99
Pakistan,22:00.0,2.99
Mexico,49:22.0,2.99
United States,26:11.0,2.99
Argentina,22:36.0,2.99
Japan,56:38.0,2.99
North Korea,15:28.0,2.99
Japan,17:28.0,2.99
India,28:36.0,2.99
Paraguay,49:16.0,2.99
China,56:50.0,2.99
China,04:42.0,2.99
United States,08:15.0,2.99
Nigeria,40:53.0,2.99
Philippines,05:35.0,2.99
China,34:51.0,2.99
Egypt,17:25.0,2.99
Nigeria,16:53.0,2.99
India,42:29.0,2.99
China,08:41.0,2.99
Pakistan,53:17.0,2.99
Chile,56:49.0,2.99
Mexico,06:44.0,2.99
Japan,06:27.0,2.99
Chile,10:56.0,2.99
Mexico,54:45.0,2.99
Japan,42:46.0,2.99
Italy,44:37.0,2.99
Taiwan,39:50.0,2.99
Nigeria,16:00.0,2.99
Japan,05:26.0,2.99
India,45:46.0,2.99
Mexico,53:35.0,2.99
Malaysia,43:33.0,2.99
India,01:31.0,2.99
Argentina,24:02.0,2.99
United States,42:12.0,2.99
Nigeria,41:51.0,2.99
Venezuela,50:28.0,2.99
Mexico,49:01.0,2.99
Japan,09:46.0,2.99
Brazil,47:20.0,2.99
China,05:51.0,2.99
Mexico,43:24.0,2.99
Dominican Republic,05:05.0,2.99
Israel,39:30.0,2.99
Senegal,10:19.0,2.99
Ukraine,51:10.0,2.99
